block_id,location,area,lon,lat,historical_demand,rank,priority,persistence,months_nonzero,months_observed,avg_persons,peak_persons,latest_demand,latest_individuals,latest_tents,latest_vehicles,longitudinal_data,business_in_block,nearest_business_m,business_within_200m,business_within_400m,business_within_800m,restaurant_in_block,nearest_restaurant_m,restaurant_within_200m,restaurant_within_400m,restaurant_within_800m,foodsite_in_block,nearest_foodsite_m,foodsite_within_200m,foodsite_within_400m,foodsite_within_800m,unserved_need,supply_within_400m,pantry_within_400m,nearest_pantry_m,pantry_days_per_week,pantry_daily_within_400m,food_access_days_per_week,unserved_need_daily,unserved_need_any
09TH_AV_A_ST,09TH AV & A ST,City Center,-117.1569918,32.7183434,0.77,178,low,0.167,2.0,12.0,0.7708333333333334,8.25,0.0,0,0.0,0,True,0,334.8,0,2,5,0,,0,0,0,0,504.5,0,0,6,0.7708333333333334,2,1,394.2,0.23,0,0.23,0.77,0.0
05TH_AV_K_ST,05TH AV & K ST,Gaslamp,-117.1604955,32.7077649,0.75,179,low,0.583,7.0,12.0,0.75,2.0,1.0,1,0.0,0,True,1,3.9,3,8,10,0,,0,0,0,0,674.0,0,0,2,0.75,8,0,818.8,0.0,0,0.0,0.75,0.75
16TH_ST_ISLAND_AV,16TH ST & ISLAND AV,East Village,-117.1499034,32.7099323,0.75,179,low,0.417,5.0,12.0,0.75,3.0,2.0,2,0.0,0,True,0,63.8,2,2,3,0,,0,0,0,0,197.6,1,1,4,0.0,2,1,202.2,7.0,1,7.0,0.0,0.0
14TH_ST_G_ST,14TH ST & G ST,East Village,-117.1524006,32.7120823,0.75,179,low,0.25,3.0,12.0,0.75,5.0,0.0,0,0.0,0,True,0,285.6,0,2,6,0,,0,0,0,0,392.2,0,1,3,0.0,2,1,289.9,7.0,1,7.0,0.0,0.0
08TH_AV_B_ST,08TH AV & B ST,City Center,-117.157879,32.7172848,0.75,179,low,0.5,6.0,12.0,0.75,3.0,3.0,3,0.0,0,True,0,194.0,1,4,5,0,,0,0,0,0,446.9,0,0,5,0.75,4,1,250.1,0.23,0,0.23,0.75,0.0
15TH_ST_G_ST,15TH ST & G ST,East Village,-117.1511433,32.7120768,0.75,179,low,0.25,3.0,12.0,0.75,4.0,0.0,0,0.0,0,True,0,205.6,0,2,4,0,,0,0,0,0,402.9,0,0,3,0.75,2,1,297.9,7.0,1,7.0,0.0,0.0
08TH_AV_ASH_ST,08TH AV & ASH ST,Cortez,-117.1579077,32.7193799,0.73,184,low,0.333,4.0,12.0,0.7291666666666666,5.0,1.0,1,0.0,0,True,0,384.1,0,1,5,0,,0,0,0,0,381.8,0,1,6,0.0,1,0,456.9,0.0,0,0.0,0.73,0.73
CALIFORNIA_ST_W_ASH_ST,CALIFORNIA ST & W ASH ST,Columbia,-117.1705567,32.7177515,0.73,184,low,0.667,8.0,12.0,0.7291666666666666,1.75,1.0,1,0.0,0,True,0,279.1,0,2,7,0,,0,0,0,0,806.6,0,0,0,0.7291666666666666,2,0,651.0,0.0,0,0.0,0.73,0.73
STATE_ST_W_B_ST,STATE ST & W B ST,Columbia,-117.1669394,32.7172463,0.73,184,low,0.5,6.0,12.0,0.7291666666666666,2.0,2.0,2,0.0,0,True,1,30.4,2,3,12,0,,0,0,0,0,509.9,0,0,2,0.7291666666666666,3,0,586.3,0.0,0,0.0,0.73,0.73
14TH_ST_E_ST,14TH ST & E ST,East Village,-117.1524186,32.7141857,0.73,184,low,0.333,4.0,12.0,0.7291666666666666,4.0,1.0,1,0.0,0,True,0,438.1,0,0,6,0,,0,0,0,0,412.2,0,0,3,0.7291666666666666,0,0,523.1,0.0,0,0.0,0.73,0.73
03RD_AV_ISLAND_AV,03RD AV & ISLAND AV,Marina,-117.1623956,32.7098903,0.72,188,low,0.417,5.0,12.0,0.7216666666666667,3.0,0.0,0,0.0,0,True,0,292.7,0,6,16,0,,0,0,0,0,609.8,0,0,2,0.7216666666666667,6,0,680.8,0.0,0,0.0,0.72,0.72
13TH_ST_E_ST,13TH ST & E ST,East Village,-117.1533283,32.7141815,0.7,189,low,0.333,4.0,12.0,0.7008333333333333,3.41,0.0,0,0.0,0,True,0,503.4,0,0,8,0,,0,0,0,0,334.5,0,2,3,0.0,0,0,535.8,0.0,0,0.0,0.7,0.7
11TH_AV_K_ST,11TH AV & K ST,East Village,-117.1551208,32.7080323,0.67,190,low,0.5,6.0,12.0,0.6666666666666666,3.0,1.0,1,0.0,0,True,0,182.5,1,4,10,0,,0,0,0,0,546.2,0,0,4,0.6666666666666666,4,1,334.9,7.0,1,7.0,0.0,0.0
06TH_AV_I-5_SB,06TH AV & I-5 SB,Cortez,-117.1597543,32.722368,0.67,190,low,0.25,3.0,12.0,0.6716666666666665,4.029999999999999,4.029999999999999,2,0.0,1,True,0,687.0,0,0,3,0,,0,0,0,0,152.6,1,4,6,0.0,0,0,632.0,0.0,0,0.0,0.67,0.67
07TH_AV_J_ST,07TH AV & J ST,East Village,-117.1587426,32.7088603,0.67,190,low,0.5,6.0,12.0,0.6666666666666666,2.0,0.0,0,0.0,0,True,1,45.6,3,6,12,0,,0,0,0,0,486.3,0,0,2,0.6666666666666666,6,0,635.6,0.0,0,0.0,0.67,0.67
11TH_AV_ISLAND_AV,11TH AV & ISLAND AV,East Village,-117.1551035,32.7099236,0.67,190,low,0.417,5.0,12.0,0.6666666666666666,2.0,1.0,1,0.0,0,True,0,313.8,0,3,12,0,,0,0,0,0,345.9,0,1,3,0.0,3,1,294.5,7.0,1,7.0,0.0,0.0
02ND_AV_C_ST,02ND AV & C ST,City Center,-117.163365,32.7162296,0.67,190,low,0.417,5.0,12.0,0.6666666666666666,3.0,0.0,0,0.0,0,True,0,100.7,1,5,8,0,,0,0,0,0,380.1,0,1,5,0.0,5,1,371.0,0.23,0,0.23,0.67,0.0
10TH_AV_A_ST,10TH AV & A ST,City Center,-117.1560903,32.7183488,0.67,190,low,0.333,4.0,12.0,0.6666666666666666,5.0,0.0,0,0.0,0,True,0,399.0,0,1,4,0,,0,0,0,0,573.3,0,0,5,0.6666666666666666,1,0,450.1,0.0,0,0.0,0.67,0.67
08TH_AV_BEECH_ST,08TH AV & BEECH ST,Cortez,-117.1579315,32.7204208,0.67,190,low,0.333,4.0,12.0,0.6666666666666666,3.0,0.0,0,0.0,0,True,0,492.3,0,0,5,0,,0,0,0,0,340.4,0,1,6,0.0,0,0,567.1,0.0,0,0.0,0.67,0.67
05TH_AV_I-5_SB,05TH AV & I-5 SB,Cortez,-117.1606357,32.7222727,0.65,197,low,0.333,4.0,12.0,0.6458333333333334,4.0,1.0,1,0.0,0,True,0,684.3,0,0,3,0,,0,0,0,0,96.7,2,4,6,0.0,0,0,549.9,0.0,0,0.0,0.65,0.65
06TH_AV_ISLAND_AV,06TH AV & ISLAND AV,Gaslamp,-117.1596516,32.7099052,0.58,198,low,0.5,6.0,12.0,0.5833333333333334,2.0,0.0,0,0.0,0,True,0,109.3,2,6,14,0,,0,0,0,0,437.0,0,0,2,0.5833333333333334,6,0,623.0,0.0,0,0.0,0.58,0.58
04TH_AV_ISLAND_AV,04TH AV & ISLAND AV,Marina,-117.1614691,32.7098934,0.58,198,low,0.333,4.0,12.0,0.5833333333333334,3.0,2.0,2,0.0,0,True,0,234.7,0,6,15,0,,0,0,0,0,544.3,0,0,2,0.5833333333333334,6,0,650.8,0.0,0,0.0,0.58,0.58
COLUMBIA_ST_W_B_ST,COLUMBIA ST & W B ST,Columbia,-117.167824,32.7172386,0.58,198,low,0.333,4.0,12.0,0.5833333333333334,3.0,3.0,3,0.0,0,True,1,48.9,2,2,11,0,,0,0,0,0,583.8,0,0,2,0.5833333333333334,2,0,598.7,0.0,0,0.0,0.58,0.58
08TH_AV_C_ST,08TH AV & C ST,City Center,-117.1578665,32.7162322,0.58,198,low,0.333,4.0,12.0,0.5833333333333334,2.0,2.0,2,0.0,0,True,0,153.0,2,4,7,0,,0,0,0,0,330.7,0,1,4,0.0,4,1,173.4,0.23,0,0.23,0.58,0.0
STATE_ST_W_C_ST,STATE ST & W C ST,Columbia,-117.1669388,32.7162225,0.58,198,low,0.333,4.0,12.0,0.5833333333333334,3.0,3.0,3,0.0,0,True,0,87.5,2,3,11,0,,0,0,0,0,574.6,0,0,2,0.5833333333333334,3,0,700.0,0.0,0,0.0,0.58,0.58
03RD_AV_BEECH_ST,03RD AV & BEECH ST,Cortez,-117.1624858,32.7204129,0.56,203,low,0.417,5.0,12.0,0.5625,2.0,0.0,0,0.0,0,True,0,546.0,0,0,7,0,,0,0,0,0,105.1,2,3,6,0.0,0,0,442.0,0.0,0,0.0,0.56,0.56
SR-163_NB_ON_RA_ASH_ST,SR-163 NB ON RA & ASH ST,Cortez,-117.1552592,32.7193915,0.54,204,low,0.167,2.0,12.0,0.5416666666666666,3.75,2.75,1,1.0,0,True,0,532.9,0,0,4,0,,0,0,0,0,611.3,0,0,5,0.5416666666666666,0,0,587.7,0.0,0,0.0,0.54,0.54
KETTNER_BL_W_G_ST,KETTNER BL & W G ST,Marina,-117.1701176,32.7120006,0.5,205,none,0.25,3.0,12.0,0.5,4.0,4.0,4,0.0,0,True,0,96.1,1,3,9,0,,0,0,0,0,1116.6,0,0,0,0.5,3,0,1068.1,0.0,0,0.0,0.5,0.5
10TH_AV_MARKET_ST,10TH AV & MARKET ST,East Village,-117.1560318,32.7109825,0.5,205,none,0.333,4.0,12.0,0.5025,3.03,0.0,0,0.0,0,True,0,297.5,0,3,15,0,,0,0,0,0,207.0,0,2,3,0.0,3,0,412.1,0.0,0,0.0,0.5,0.5
PARK_BL_G_ST,PARK BL & G ST,East Village,-117.1541965,32.712061,0.5,205,none,0.25,3.0,12.0,0.5,3.0,0.0,0,0.0,0,True,0,429.8,0,0,12,0,,0,0,0,0,230.9,0,2,3,0.0,0,1,351.6,7.0,1,7.0,0.0,0.0
15TH_ST_BROADWAY,15TH ST & BROADWAY,East Village,-117.151185,32.7152297,0.48,208,none,0.333,4.0,12.0,0.4791666666666667,2.0,0.0,0,0.0,0,True,0,462.9,0,0,4,0,,0,0,0,0,566.6,0,0,3,0.4791666666666667,0,0,642.4,0.0,0,0.0,0.48,0.48
STATE_ST_W_G_ST,STATE ST & W G ST,Marina,-117.1669646,32.7120126,0.48,208,none,0.417,5.0,12.0,0.4791666666666667,1.75,0.0,0,0.0,0,True,0,259.8,0,2,13,0,,0,0,0,0,916.5,0,0,0,0.4791666666666667,2,0,799.7,0.0,0,0.0,0.48,0.48
I-5_SB_ISLAND_AV,I-5 SB & ISLAND AV,East Village,-117.1481553,32.7099349,0.47,210,none,0.333,4.0,12.0,0.4716666666666667,2.66,0.0,0,0.0,0,True,0,183.9,2,2,2,0,,0,0,0,1,36.5,1,1,3,0.0,2,1,363.4,7.0,1,7.0,0.0,0.0
STATE_ST_W_A_ST,STATE ST & W A ST,Columbia,-117.1669419,32.7182948,0.44,211,none,0.167,2.0,12.0,0.4375,3.5,0.0,0,0.0,0,True,0,144.7,2,2,9,0,,0,0,0,0,464.0,0,0,3,0.4375,2,0,469.9,0.0,0,0.0,0.44,0.44
07TH_AV_BEECH_ST,07TH AV & BEECH ST,Cortez,-117.1588194,32.7204099,0.42,212,none,0.333,4.0,12.0,0.4166666666666667,2.0,0.0,0,0.0,0,True,0,473.0,0,0,5,0,,0,0,0,0,259.5,0,3,5,0.0,0,0,550.3,0.0,0,0.0,0.42,0.42
COLUMBIA_ST_W_ASH_ST,COLUMBIA ST & W ASH ST,Columbia,-117.1678351,32.7193473,0.42,212,none,0.333,4.0,12.0,0.4166666666666667,2.0,2.0,2,0.0,0,True,0,278.7,0,2,5,0,,0,0,0,0,528.1,0,0,4,0.4166666666666667,2,1,372.6,0.46,0,0.46,0.42,0.0
Map_Border_BROADWAY,Map Border & BROADWAY,City Center,-117.1624423,32.7152117,0.42,212,none,0.333,4.0,12.0,0.4166666666666667,2.0,2.0,2,0.0,0,True,0,120.7,3,6,10,0,,0,0,0,0,477.9,0,0,4,0.4166666666666667,6,1,277.5,0.23,0,0.23,0.42,0.0
15TH_ST_C_ST,15TH ST & C ST,East Village,-117.1511898,32.7162738,0.42,212,none,0.25,3.0,12.0,0.4166666666666667,3.0,0.0,0,0.0,0,True,0,569.6,0,0,4,0,,0,0,0,0,630.0,0,0,3,0.4166666666666667,0,0,757.9,0.0,0,0.0,0.42,0.42
10TH_AV_ASH_ST,10TH AV & ASH ST,Cortez,-117.156102,32.7193903,0.42,212,none,0.167,2.0,12.0,0.4166666666666667,4.0,0.0,0,0.0,0,True,0,476.9,0,0,4,0,,0,0,0,0,536.4,0,0,6,0.4166666666666667,0,0,537.4,0.0,0,0.0,0.42,0.42
04TH_AV_MARKET_ST,04TH AV & MARKET ST,Marina,-117.1614943,32.7109505,0.42,212,none,0.333,4.0,12.0,0.4166666666666667,2.0,0.0,0,0.0,0,True,0,289.1,0,4,14,0,,0,0,0,0,472.0,0,0,2,0.4166666666666667,4,0,539.8,0.0,0,0.0,0.42,0.42
UNION_ST_W_B_ST,UNION ST & W B ST,Columbia,-117.1660315,32.7172451,0.33,218,none,0.333,4.0,12.0,0.3333333333333333,1.0,1.0,1,0.0,0,True,0,77.0,2,3,9,0,,0,0,0,0,437.9,0,0,3,0.3333333333333333,3,0,586.6,0.0,0,0.0,0.33,0.33
11TH_AV_J_ST,11TH AV & J ST,East Village,-117.1551036,32.7088789,0.33,218,none,0.25,3.0,12.0,0.3333333333333333,2.0,0.0,0,0.0,0,True,0,227.6,0,4,10,0,,0,0,0,0,455.7,0,0,4,0.3333333333333333,4,1,298.8,7.0,1,7.0,0.0,0.0
FRONT_ST_W_MARKET_ST,FRONT ST & W MARKET ST,Marina,-117.1662764,32.7106324,0.33,218,none,0.25,3.0,12.0,0.3333333333333333,2.0,1.0,1,0.0,0,True,0,261.3,0,1,17,0,,0,0,0,0,891.7,0,0,0,0.3333333333333333,1,0,834.6,0.0,0,0.0,0.33,0.33
01ST_AV_W_A_ST,01ST AV & W A ST,City Center,-117.1642723,32.7182995,0.33,218,none,0.167,2.0,12.0,0.3333333333333333,3.0,3.0,3,0.0,0,True,0,277.5,0,3,8,0,,0,0,0,0,235.7,0,2,4,0.0,3,0,512.0,0.0,0,0.0,0.33,0.33
02ND_AV_ASH_ST,02ND AV & ASH ST,Cortez,-117.1634028,32.7193655,0.33,218,none,0.333,4.0,12.0,0.3333333333333333,1.0,0.0,0,0.0,0,True,0,413.0,0,0,7,0,,0,0,0,0,113.6,1,2,6,0.0,0,0,453.8,0.0,0,0.0,0.33,0.33
PARK_BL_ISLAND_AV,PARK BL & ISLAND AV,East Village,-117.1541784,32.7099239,0.33,218,none,0.25,3.0,12.0,0.3333333333333333,2.0,0.0,0,0.0,0,True,0,369.8,0,2,10,0,,0,0,0,0,387.0,0,1,4,0.0,2,1,209.4,7.0,1,7.0,0.0,0.0
11TH_AV_F_ST,11TH AV & F ST,East Village,-117.1551366,32.7131258,0.33,218,none,0.167,2.0,12.0,0.3333333333333333,3.0,0.0,0,0.0,0,True,0,451.0,0,0,12,0,,0,0,0,0,132.8,1,2,3,0.0,0,0,486.7,0.0,0,0.0,0.33,0.33
04TH_AV_I-5_SB,04TH AV & I-5 SB,Cortez,-117.1616025,32.7222703,0.32,225,none,0.083,1.0,12.0,0.315,3.78,0.0,0,0.0,0,True,0,703.9,0,0,4,0,,0,0,0,0,89.6,2,5,6,0.0,0,0,459.4,0.0,0,0.0,0.32,0.32
KETTNER_BL_W_BROADWAY,KETTNER BL & W BROADWAY,Columbia,-117.169627,32.7151597,0.31,226,none,0.167,2.0,12.0,0.3125,2.0,0.0,0,0.0,0,True,0,250.3,0,2,9,0,,0,0,0,0,847.0,0,0,0,0.3125,2,0,868.0,0.0,0,0.0,0.31,0.31
17TH_ST_BROADWAY,17TH ST & BROADWAY,East Village,-117.1490277,32.7152345,0.29,227,none,0.167,2.0,12.0,0.2916666666666667,1.75,0.0,0,0.0,0,True,0,415.7,0,0,2,0,,0,0,0,0,615.8,0,0,2,0.2916666666666667,0,0,696.4,0.0,0,0.0,0.29,0.29
I-5_SB_ON_RA_E_ST,I-5 SB ON RA & E ST,East Village,-117.1484371,32.7141444,0.29,227,none,0.083,1.0,12.0,0.2916666666666667,3.5,3.5,0,2.0,0,True,0,299.1,0,1,2,0,,0,0,0,0,487.3,0,0,2,0.2916666666666667,1,0,615.4,0.0,0,0.0,0.29,0.29
07TH_AV_CEDAR_ST,07TH AV & CEDAR ST,Cortez,-117.1588533,32.7214614,0.25,229,none,0.167,2.0,12.0,0.25,2.0,2.0,2,0.0,0,True,0,588.8,0,0,4,0,,0,0,0,0,253.2,0,3,6,0.0,0,0,666.4,0.0,0,0.0,0.25,0.25
10TH_AV_DATE_ST,10TH AV & DATE ST,Cortez,-117.1561138,32.7224867,0.25,229,none,0.167,2.0,12.0,0.2525,2.03,0.0,0,0.0,0,True,0,768.4,0,0,1,0,,0,0,0,0,479.8,0,0,5,0.2525,0,0,839.9,0.0,0,0.0,0.25,0.25
FRONT_ST_W_F_ST,FRONT ST & W F ST,Marina,-117.1651209,32.713051,0.25,229,none,0.167,2.0,12.0,0.25,2.0,1.0,1,0.0,0,True,0,128.1,1,2,16,0,,0,0,0,0,733.1,0,0,2,0.25,2,0,592.9,0.0,0,0.0,0.25,0.25
TONY_GWYNN_DR_K_ST,TONY GWYNN DR & K ST,East Village,-117.1587374,32.7078133,0.25,229,none,0.25,3.0,12.0,0.25,1.0,0.0,0,0.0,0,True,0,96.7,6,8,9,0,,0,0,0,0,593.4,0,0,2,0.25,8,0,658.4,0.0,0,0.0,0.25,0.25
06TH_AV_BEECH_ST,06TH AV & BEECH ST,Cortez,-117.1597464,32.7204162,0.25,229,none,0.167,2.0,12.0,0.25,2.0,0.0,0,0.0,0,True,0,469.9,0,0,6,0,,0,0,0,0,176.6,1,3,6,0.0,0,0,547.8,0.0,0,0.0,0.25,0.25
FRONT_ST_W_BROADWAY,FRONT ST & W BROADWAY,City Center,-117.1651688,32.7151745,0.25,229,none,0.25,3.0,12.0,0.25,1.0,0.0,0,0.0,0,True,0,115.3,1,5,11,0,,0,0,0,0,556.0,0,0,3,0.25,5,0,532.2,0.0,0,0.0,0.25,0.25
UNION_ST_W_F_ST,UNION ST & W F ST,Marina,-117.1660505,32.7130574,0.25,229,none,0.167,2.0,12.0,0.2525,2.03,0.0,0,0.0,0,True,0,197.9,1,2,13,0,,0,0,0,0,802.8,0,0,0,0.2525,2,0,671.1,0.0,0,0.0,0.25,0.25
13TH_ST_C_ST,13TH ST & C ST,East Village,-117.1533446,32.716262,0.25,229,none,0.167,2.0,12.0,0.25,2.0,0.0,0,0.0,0,True,0,558.8,0,0,6,0,,0,0,0,0,485.7,0,0,2,0.25,0,0,582.8,0.0,0,0.0,0.25,0.25
08TH_AV_DATE_ST,08TH AV & DATE ST,Cortez,-117.1579578,32.7224837,0.25,229,none,0.167,2.0,12.0,0.2525,2.03,0.0,0,0.0,0,True,0,714.3,0,0,1,0,,0,0,0,0,309.1,0,3,6,0.0,0,0,790.7,0.0,0,0.0,0.25,0.25
KETTNER_BL_W_ASH_ST,KETTNER BL & W ASH ST,Columbia,-117.169622,32.7193394,0.23,238,none,0.167,2.0,12.0,0.2291666666666666,1.75,0.0,0,0.0,0,True,0,330.2,0,2,5,0,,0,0,0,0,695.4,0,0,2,0.2291666666666666,2,0,457.5,0.0,0,0.0,0.23,0.23
10TH_AV_CEDAR_ST,10TH AV & CEDAR ST,Cortez,-117.1561651,32.7214876,0.23,238,none,0.167,2.0,12.0,0.2291666666666666,1.75,0.0,0,0.0,0,True,0,666.4,0,0,2,0,,0,0,0,0,500.7,0,0,5,0.2291666666666666,0,0,736.1,0.0,0,0.0,0.23,0.23
PARK_BL_F_ST,PARK BL & F ST,East Village,-117.1542287,32.7131312,0.17,240,none,0.167,2.0,12.0,0.1666666666666666,1.0,0.0,0,0.0,0,True,0,492.6,0,0,9,0,,0,0,0,0,215.9,0,2,3,0.0,0,0,454.9,0.0,0,0.0,0.17,0.17
01ST_AV_W_BROADWAY,01ST AV & W BROADWAY,City Center,-117.1642381,32.7151717,0.17,240,none,0.167,2.0,12.0,0.1666666666666666,1.0,0.0,0,0.0,0,True,1,42.8,1,6,9,0,,0,0,0,0,518.3,0,0,4,0.1666666666666666,6,0,445.3,0.0,0,0.0,0.17,0.17
08TH_AV_ISLAND_AV,08TH AV & ISLAND AV,East Village,-117.1578277,32.7099063,0.17,240,none,0.167,2.0,12.0,0.1666666666666666,1.0,1.0,1,0.0,0,True,0,92.3,2,6,14,0,,0,0,0,0,345.3,0,2,2,0.0,6,0,547.7,0.0,0,0.0,0.17,0.17
09TH_AV_ASH_ST,09TH AV & ASH ST,Cortez,-117.1569963,32.7193836,0.17,240,none,0.167,2.0,12.0,0.1666666666666666,1.0,0.0,0,0.0,0,True,0,425.0,0,0,5,0,,0,0,0,0,458.6,0,0,6,0.1666666666666666,0,0,491.8,0.0,0,0.0,0.17,0.17
02ND_AV_MARKET_ST,02ND AV & MARKET ST,Marina,-117.1633132,32.7109377,0.17,240,none,0.167,2.0,12.0,0.1666666666666666,1.0,1.0,1,0.0,0,True,0,163.2,1,1,18,0,,0,0,0,0,621.6,0,0,2,0.1666666666666666,1,0,620.9,0.0,0,0.0,0.17,0.17
COLUMBIA_ST_W_A_ST,COLUMBIA ST & W A ST,Columbia,-117.1678202,32.7182872,0.17,240,none,0.167,2.0,12.0,0.1666666666666666,1.0,1.0,1,0.0,0,True,0,165.6,2,2,9,0,,0,0,0,0,543.4,0,0,2,0.1666666666666666,2,0,485.0,0.0,0,0.0,0.17,0.17
FRONT_ST_W_G_ST,FRONT ST & W G ST,Marina,-117.1651522,32.7120098,0.17,240,none,0.083,1.0,12.0,0.1666666666666666,2.0,0.0,0,0.0,0,True,0,91.7,1,1,17,0,,0,0,0,0,749.4,0,0,1,0.1666666666666666,1,0,656.7,0.0,0,0.0,0.17,0.17
NATIONAL_AV_IMPERIAL_AV,NATIONAL AV & IMPERIAL AV,East Village,-117.1537259,32.7057792,0.17,240,none,0.167,2.0,12.0,0.1666666666666666,1.0,0.0,0,0.0,0,True,0,367.6,0,1,9,0,,0,0,0,0,442.6,0,0,2,0.1666666666666666,1,0,444.6,0.0,0,0.0,0.17,0.17
09TH_AV_DATE_ST,09TH AV & DATE ST,Cortez,-117.1570188,32.722482,0.17,240,none,0.083,1.0,12.0,0.1666666666666666,2.0,0.0,0,0.0,0,True,0,736.9,0,0,1,0,,0,0,0,0,395.8,0,1,5,0.0,0,0,811.2,0.0,0,0.0,0.17,0.17
01ST_AV_W_ASH_ST,01ST AV & W ASH ST,Cortez,-117.1642985,32.7193598,0.17,240,none,0.167,2.0,12.0,0.1666666666666666,1.0,0.0,0,0.0,0,True,0,352.0,0,1,8,0,,0,0,0,0,197.2,1,2,6,0.0,1,0,405.9,0.0,0,0.0,0.17,0.17
I-5_SB_ON_RA_BROADWAY,I-5 SB ON RA & BROADWAY,East Village,-117.1481113,32.7148705,0.15,250,none,0.083,1.0,12.0,0.1458333333333333,1.75,0.0,0,0.0,0,True,0,384.3,0,1,2,0,,0,0,0,0,565.2,0,0,1,0.1458333333333333,1,0,700.1,0.0,0,0.0,0.15,0.15
01ST_AV_W_CEDAR_ST,01ST AV & W CEDAR ST,Cortez,-117.1643624,32.7214641,0.08,251,none,0.083,1.0,12.0,0.0833333333333333,1.0,0.0,0,0.0,0,True,0,546.9,0,0,6,0,,0,0,0,0,273.0,0,3,6,0.0,0,1,231.1,0.46,0,0.46,0.08,0.0
08TH_AV_CEDAR_ST,08TH AV & CEDAR ST,Cortez,-117.1579206,32.7214624,0.08,251,none,0.083,1.0,12.0,0.0833333333333333,1.0,0.0,0,0.0,0,True,0,604.2,0,0,4,0,,0,0,0,0,339.2,0,2,5,0.0,0,0,680.0,0.0,0,0.0,0.08,0.08
09TH_AV_BEECH_ST,09TH AV & BEECH ST,Cortez,-117.1570225,32.7204252,0.08,251,none,0.083,1.0,12.0,0.0833333333333333,1.0,0.0,0,0.0,0,True,0,524.5,0,0,4,0,,0,0,0,0,424.2,0,0,6,0.0833333333333333,0,0,595.4,0.0,0,0.0,0.08,0.08
10TH_AV_BEECH_ST,10TH AV & BEECH ST,Cortez,-117.1561276,32.7204857,0.08,251,none,0.083,1.0,12.0,0.0833333333333333,1.0,0.0,0,0.0,0,True,0,572.2,0,0,4,0,,0,0,0,0,506.4,0,0,4,0.0833333333333333,0,0,638.6,0.0,0,0.0,0.08,0.08
09TH_AV_MARKET_ST,09TH AV & MARKET ST,East Village,-117.1569277,32.7109735,0.08,251,none,0.083,1.0,12.0,0.0833333333333333,1.0,0.0,0,0.0,0,True,0,237.5,0,3,15,0,,0,0,0,0,207.2,0,2,2,0.0,3,0,489.8,0.0,0,0.0,0.08,0.08
FRONT_ST_W_E_ST,FRONT ST & W E ST,City Center,-117.1651413,32.7140973,0.08,251,none,0.083,1.0,12.0,0.0833333333333333,1.0,0.0,0,0.0,0,True,0,189.2,1,4,12,0,,0,0,0,0,661.5,0,0,2,0.0833333333333333,4,0,551.0,0.0,0,0.0,0.08,0.08
08TH_AV_A_ST,08TH AV & A ST,City Center,-117.1579005,32.718341,0.08,251,none,0.083,1.0,12.0,0.0833333333333333,1.0,0.0,0,0.0,0,True,0,281.5,0,2,5,0,,0,0,0,0,422.9,0,0,6,0.0833333333333333,2,1,350.0,0.23,0,0.23,0.08,0.0
UNION_ST_W_BROADWAY,UNION ST & W BROADWAY,Columbia,-117.1660291,32.715158,0.08,251,none,0.083,1.0,12.0,0.0833333333333333,1.0,0.0,0,0.0,0,True,0,193.8,1,4,11,0,,0,0,0,0,601.9,0,0,2,0.0833333333333333,4,0,612.7,0.0,0,0.0,0.08,0.08
CALIFORNIA_ST_W_BROADWAY,CALIFORNIA ST & W BROADWAY,Columbia,-117.1705741,32.715156,0.08,251,none,0.083,1.0,12.0,0.0833333333333333,1.0,0.0,0,0.0,0,True,0,317.8,0,3,8,0,,0,0,0,0,921.4,0,0,0,0.0833333333333333,3,0,902.2,0.0,0,0.0,0.08,0.08
PARK_BL_RUSS_BL,PARK BL & RUSS BL,City Center,-117.1542576,32.7191273,0.08,251,none,0.083,1.0,12.0,0.0833333333333333,1.0,0.0,0,0.0,0,True,0,589.3,0,0,4,0,,0,0,0,0,708.5,0,0,5,0.0833333333333333,0,0,635.7,0.0,0,0.0,0.08,0.08
UNION_ST_W_G_ST,UNION ST & W G ST,Marina,-117.1660415,32.7120019,0.08,251,none,0.083,1.0,12.0,0.0833333333333333,1.0,0.0,0,0.0,0,True,0,173.9,1,1,18,0,,0,0,0,0,831.4,0,0,0,0.0833333333333333,1,0,726.0,0.0,0,0.0,0.08,0.08
CESAR_E_CHAVEZ_PY_I-5_SB,CESAR E CHAVEZ PY & I-5 SB,Outside Perimeter,-117.1465217,32.7035033,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,844.3,0,0,0,0,,0,0,0,0,284.4,0,1,2,0.0,0,0,842.0,0.0,0,0.0,0.0,0.0
25TH_ST_ISLAND_AV,25TH ST & ISLAND AV,Outside Perimeter,-117.1413337,32.7099983,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,737.3,0,0,1,0,,0,0,0,0,136.8,1,1,4,0.0,0,1,136.8,0.23,0,0.23,0.0,0.0
20TH_ST_K_ST,20TH ST & K ST,Outside Perimeter,-117.1462333,32.7078318,0.0,262,none,,,,,,0.0,0,0.0,0,False,0,461.2,0,0,2,0,,0,0,0,0,263.7,0,1,3,0.0,0,0,571.2,0.0,0,0.0,0.0,0.0
